category	filename	title	file_line_no	turn_line_no	scene_id	line_type	line_no	new_line_no	speaker_label	scene_speaker_id	anno	line_text
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	152	L107	S2	DIALOGUE	D142	D142	JESS	0	D141	You’re screwing with me.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	153	L108	S2	DIALOGUE	D143	D143	DEAN	2	D142	I’m placing an order.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	154	L109	S2	DIALOGUE	D144	D144	JESS	0	D143	For all of Connecticut?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	155	L110	S2	DIALOGUE	D145	D145	DEAN	2	D144	For the construction crew next door.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	156	L111	S2	DIALOGUE	D146	D146	JESS	0	D145	Oh, you’re Taylor’s errand boy now.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	157	L112	S2	DIALOGUE	D147	D147	DEAN	2	D146	And you’re Taylor’s waitress.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	158	L113	S2	DIALOGUE	D148	D148	JESS	0	D147	Say that a little closer.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	159	L114	S2	DIALOGUE	D149	D149	DEAN	2	D148	I thought you had a girlfriend.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	160	L115	S2	DIALOGUE	D150	D150	JESS	0	D149	Give me your order and get out.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	161	L116	S2	DIALOGUE	D151	D151	DEAN	2	D150	Service with a smile.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	162	L116	S2	DIALOGUE	D152	D152	DEAN	2	D151	Uh, six burgers, three cheese -- two cheddar, one Swiss.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	163	L116	S2	DIALOGUE	D153	D153	DEAN	2	D152	Two plain burgers, one chili burger with cheese and onions on the side.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	164	L116	S2	DIALOGUE	D154	D154	DEAN	2	D153	Three ham on ryes - one mayo, one mustard, one combo.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	165	L116	S2	DIALOGUE	D155	D155	DEAN	2	D154	A combo means mustard and 
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	166	L117	S2	DIALOGUE	D156	D156	JESS	0	D155	I know what a combo means.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	167	L118	S2	DIALOGUE	D157	D157	DEAN	2	D156	Sorry, guess that confused look is just how your face is.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	168	L119	S2	DIALOGUE	D158	D158	JESS	0	D157	Do you wanna talk about this outside?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	169	L120	S2	DIALOGUE	D159	D159	DEAN	2	D158	Just as soon as I’m finished.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	170	L120	S2	DIALOGUE	D160	D160	DEAN	2	D159	Uh, four hot dogs.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	171	L120	S2	DIALOGUE	D161	D161	DEAN	2	D160	Two egg salads on white.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	172	L120	S2	DIALOGUE	D162	D162	DEAN	2	D161	One chicken salad on wheat.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	173	L120	S2	DIALOGUE	D163	D163	DEAN	2	D162	A chef’s salad with ranch.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	174	L120	S2	DIALOGUE	D164	D164	DEAN	2	D163	Five fries.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	175	L120	S2	DIALOGUE	D165	D165	DEAN	2	D164	Five onion rings.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	176	L120	S2	DIALOGUE	D166	D166	DEAN	2	D165	Two chips.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	177	L120	S2	DIALOGUE	D167	D167	DEAN	2	D166	Extra pickles.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	178	L121	S2	DIALOGUE	D168	D168	JESS	0	D167	On what?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	179	L122	S2	DIALOGUE	D169	D169	DEAN	2	D168	Excuse me?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	180	L123	S2	DIALOGUE	D170	D170	JESS	0	D169	What are the extra pickles on?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	181	L124	S2	DIALOGUE	D171	D171	DEAN	2	D170	On the side.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	182	L125	S2	DIALOGUE	D172	D172	JESS	0	D171	On the side of what?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	183	L125	S2	DIALOGUE	D173	D173	JESS	0	D172	On the side of the burgers, on the side of the sandwiches, or on the side of the road where the ditch I’m gonna dump your body into is?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	184	L126	S2	DIALOGUE	D174	D174	DEAN	2	D173	Just make sure there’s enough for everyone.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	185	L127	S2	DIALOGUE	D175	D175	JESS	0	D174	Fine.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	186	L128	S2	DIALOGUE	D176	D176	DEAN	2	D175	Aren’t you gonna read it back?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	187	L129	S2	DIALOGUE	D177	D177	JESS	0	D176	Nope.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	188	L130	S2	DIALOGUE	D178	D178	DEAN	2	D177	Okay, but these men were hired by Taylor, which means if they aren’t satisfied with their orders, they will send them back.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	189	L130	S2	DIALOGUE	D179	D179	DEAN	2	D178	And they will continue to send them back until they are happy, which means you could be making this order until you die.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	190	L131	S2	DIALOGUE	D180	D180	JESS	0	D179	Six burgers, three with cheese  two cheddar, one Swiss.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	191	L132	S2	DIALOGUE	D181	D181	DEAN	2	D180	Slower, please.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	192	L132	S2	DIALOGUE	D182	D182	DEAN	2	D181	I’m checking them off as we go.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	193	L133	S2	DIALOGUE	D183	D183	JESS	0	D182	Two plain burgers, one chili with cheese and onion on the side.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	194		S3	ACTION	A10	A10				[Lorelai is at the front desk on the phone]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	195		S3	ACTION	A11	A11				[on phone]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	196	L134	S3	DIALOGUE	D184	D184	LORELAI	0	T11	Hey, it’s your party, we just want you to be happy.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	197	L134	S3	DIALOGUE	D185	D185	LORELAI	0	D184	Okay.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	198	L134	S3	DIALOGUE	D186	D186	LORELAI	0	D185	No problem.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	199	L134	S3	DIALOGUE	D187	D187	LORELAI	0	D186	All right, I’ll talk to you then.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	200		S3	ACTION	A12	A12				[hangs up]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	201	L134	S3	DIALOGUE	D188	D188	LORELAI	0	T12	Ridgemont called.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	202	L135	S3	DIALOGUE	D189	D189	MICHEL	1	D188	No.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	203	L136	S3	DIALOGUE	D190	D190	LORELAI	0	D189	He’s changing his mind about the theme for his retirement party again.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	204	L137	S3	DIALOGUE	D191	D191	MICHEL	1	D190	No!
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	205	L138	S3	DIALOGUE	D192	D192	LORELAI	0	D191	We have to call the florist.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	206	L139	S3	DIALOGUE	D193	D193	MICHEL	1	D192	But this is the fourth theme he’s picked.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	207	L139	S3	DIALOGUE	D194	D194	MICHEL	1	D193	He had the fishing one, and the Kentucky Derby with the chocolate horsies, and the Tibet with the Richard Gere pictures everywhere.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	208	L140	S3	DIALOGUE	D195	D195	LORELAI	0	D194	I know.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	209	L141	S3	DIALOGUE	D196	D196	MICHEL	1	D195	And he promised that the golf would be the last one.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	210	L142	S3	DIALOGUE	D197	D197	LORELAI	0	D196	Well, he decided that golf was dull and he doesn’t want to be remembered as dull.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	211	L143	S3	DIALOGUE	D198	D198	MICHEL	1	D197	Would he like to be remembered as limping, because I can be a fabulous help with that.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	212		S3	ACTION	A13	A13				[They walk to the dining room, where workers are decorating the room in a golf theme]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	213	L144	S3	DIALOGUE	D199	D199	LORELAI	0	T13	Hey, guys. . .
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	214		S3	ACTION	A14	A14				[Everyone groans]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	215	L144	S3	DIALOGUE	D200	D200	LORELAI	0	D199	I’m sorry, I’m really sorry.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	216	L145	S3	DIALOGUE	D201	D201	MICHEL	1	T14	Here’s an idea  it’s a retirement party, yes?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	217	L145	S3	DIALOGUE	D202	D202	MICHEL	1	D201	Okay.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	218	L145	S3	DIALOGUE	D203	D203	MICHEL	1	D202	So what happens after you retire?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	219	L145	S3	DIALOGUE	D204	D204	MICHEL	1	D203	You die.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	220	L146	S3	DIALOGUE	D205	D205	LORELAI	0	T15	He changed his mind.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	221	L147	S3	DIALOGUE	D206	D206	LANE	2	D205	Again?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	222	L148	S3	DIALOGUE	D207	D207	MICHEL	1	D204	So, why don’t we dig a big hole, throw him in, hand everybody a shovel, they take turns covering him up.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	223	L148	S3	DIALOGUE	D208	D208	MICHEL	1	D207	We go inside, have dinner, the wife gets used to eating alone. . .
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	224	L149	S3	DIALOGUE	D209	D209	LORELAI	0	D208	We are not going to bury him alive.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	225	L150	S3	DIALOGUE	D210	D210	MICHEL	1	D209	Well, fine then.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	226	L150	S3	DIALOGUE	D211	D211	MICHEL	1	D210	What is the new theme?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	227	L151	S3	DIALOGUE	D212	D212	LORELAI	0	D211	He is calling me back at four.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	228	L152	S3	DIALOGUE	D213	D213	RORY	3	T16	I got the flags and. .
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	230	L152	S3	DIALOGUE	D215	D214	RORY	3	D213	changed his mind again.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	231	L153	S3	DIALOGUE	D216	D215	LANE	2	D214	He’s worse than my mother at the Glory of Easter T-shirt stand.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	232	L154	S3	DIALOGUE	D217	D216	LORELAI	0	D215	You kept the receipt, I hope.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	233	L155	S3	DIALOGUE	D218	D217	RORY	3	D216	Yup.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	234	L156	S3	DIALOGUE	D219	D218	LORELAI	0	T17	Good God, this party is gonna be the death of me.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	235	L157	S3	DIALOGUE	D220	D219	MICHEL	1	D218	Or someone.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	236	L158	S3	DIALOGUE	D221	D220	LORELAI	0	D219	Go call the florist.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	237	L159	S3	DIALOGUE	D222	D221	RORY	3	D220	You’re stressed.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	238	L160	S3	DIALOGUE	D223	D222	LORELAI	0	D221	You’re observant.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	239	L161	S3	DIALOGUE	D224	D223	RORY	3	T18	Well, I was going to save this for later, but you look like you need it now.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	240	L162	S3	DIALOGUE	D225	D224	LORELAI	0	D223	What’s that?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	241	L163	S3	DIALOGUE	D226	D225	RORY	3	D224	I have been cordially invited to Sherry Tinsdale’s C-section.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	242	L164	S3	DIALOGUE	D227	D226	LORELAI	0	D225	No way!
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	243		S3	ACTION	A15	A15				[reads from invitation]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	244	L165	S3	DIALOGUE	D228	D227	RORY	3	D226	Friday, February seventh, six o’clock p.m. Join the girls for a toast, a hug, a wave to the mommy as they wheel her off, dinner at Sushi Sushi, and then back to the hospital for a formal viewing of brand-new baby Georgia.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	245	L165	S3	DIALOGUE	D229	D228	RORY	3	D227	RSVP at your earliest convenience.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	246	L165	S3	DIALOGUE	D230	D229	RORY	3	D228	P.S. -- gifts are not necessary, but always appreciated.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	247	L166	S3	DIALOGUE	D231	D230	LORELAI	0	D229	I don’t even know where to start.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	248	L167	S3	DIALOGUE	D232	D231	RORY	3	D230	I knew you would like it.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	249	L168	S3	DIALOGUE	D233	D232	LORELAI	0	D231	You have to RSVP to a C-section.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	250	L169	S3	DIALOGUE	D234	D233	RORY	3	D232	And bring a gift.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	251	L170	S3	DIALOGUE	D235	D234	LORELAI	0	D233	I wonder if Laura Mercier makes Demerol.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	252	L171	S3	DIALOGUE	D236	D235	RORY	3	D234	You wanna keep it?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	253	L172	S3	DIALOGUE	D237	D236	LORELAI	0	D235	Oh, yes, please.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	254	L173	S3	DIALOGUE	D238	D237	RORY	3	D236	But don’t lose it.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	255	L173	S3	DIALOGUE	D239	D238	RORY	3	D237	I need the phone number.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	256	L174	S3	DIALOGUE	D240	D239	LORELAI	0	T19	So, are you going?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	257	L175	S3	DIALOGUE	D241	D240	RORY	3	D239	Well, I don’t know.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	258	L175	S3	DIALOGUE	D242	D241	RORY	3	D240	I mean, I know it’s weird, but I kind of wanna see Georgia.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	259	L175	S3	DIALOGUE	D243	D242	RORY	3	D241	She’s sort of my sister.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	260	L176	S3	DIALOGUE	D244	D243	LORELAI	0	D242	She’s more than sort of your sister.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	261	L177	S3	DIALOGUE	D245	D244	RORY	3	D243	I just think it would be cool to meet her the night that she’s born.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	262	L177	S3	DIALOGUE	D246	D245	RORY	3	D244	It’s a good story to talk about.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	263	L178	S3	DIALOGUE	D247	D246	LORELAI	0	D245	You should go.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	264	L179	S3	DIALOGUE	D248	D247	RORY	3	D246	I should, shouldn’t I?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	265	L180	S3	DIALOGUE	D249	D248	LORELAI	0	D247	And you should take pictures and wear a hidden microphone cause I wanna hear everything.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	266	L181	S3	DIALOGUE	D250	D249	RORY	3	D248	I’ll see what I can do.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	267	L182	S3	DIALOGUE	D251	D250	LORELAI	0	T20	Oh, shoot.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	268		S3	ACTION	A16	A16				[Lorelai walks to the kitchen, where Sookie is frosting a golf ball cake]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	269	L182	S3	DIALOGUE	D252	D251	LORELAI	0	D250	Sook. . .
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	270		S3	ACTION	A17	A17				[Sookie flips the cake into the garbage can]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	271	L183	S3	DIALOGUE	D253	D252	SOOKIE	4	D251	God!
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	272		S4	ACTION	A18	A18				[Lorelai and Rory walk up to the house with boxes of Beanie Babies]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	273	L184	S4	DIALOGUE	D254	D253	RORY	0	T21	I just need to go on record that a grown man should not throw himself a Beanie Baby retirement party.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	274	L185	S4	DIALOGUE	D255	D254	LORELAI	1	D253	Just hold your breath this one actually takes.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	275	L186	S4	DIALOGUE	D256	D255	RORY	0	D254	And how is Sookie supposed to plan a Beanie Baby menu?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	276	L187	S4	DIALOGUE	D257	D256	LORELAI	1	D255	Lots of beans.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	277	L188	S4	DIALOGUE	D258	D257	RORY	0	D256	I think this is ridiculous.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	278	L189	S4	DIALOGUE	D259	D258	LORELAI	1	D257	Angel face, you need to learn that there are going to be times in your life when you have to do ridiculous things for money.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	279	L189	S4	DIALOGUE	D260	D259	LORELAI	1	D258	If you’re Adrian Zmed, that includes everything that ever happens in your whole career.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	280		S4	ACTION	A19	A19				[sees a box on the porch]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	281	L189	S4	DIALOGUE	D261	D260	LORELAI	1	T22	Oh Rory, come on.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	282	L189	S4	DIALOGUE	D262	D261	LORELAI	1	D260	Did you order from Amazon again?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	283	L189	S4	DIALOGUE	D263	D262	LORELAI	1	D261	‘Cause we’re going to get your books their own house.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	284	L190	S4	DIALOGUE	D264	D263	RORY	0	D262	I didn’t, I swear.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	285	L191	S4	DIALOGUE	D265	D264	LORELAI	1	D263	It’s from my mother.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	286	L192	S4	DIALOGUE	D266	D265	RORY	0	D264	What is it?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	287	L193	S4	DIALOGUE	D267	D266	LORELAI	1	D265	It’s heavy.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	288	L193	S4	DIALOGUE	D268	D267	LORELAI	1	D266	Must be her hopes and dreams for me.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	289	L194	S4	DIALOGUE	D269	D268	RORY	0	D267	I thought she discarded those years ago.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	290		S4	ACTION	A20	A20				[they walk into the house]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	291	L195	S4	DIALOGUE	D270	D269	LORELAI	1	T23	Just drop the Beanies by the door.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	292		S4	ACTION	A21	A21				[reads note attached to the box]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	293	L195	S4	DIALOGUE	D271	D270	LORELAI	1	T24	“Girls, here are some travel books I stumbled across in your father’s study.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	294	L195	S4	DIALOGUE	D272	D271	LORELAI	1	D270	I thought they could help in the planning of your European adventure.”
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	295	L195	S4	DIALOGUE	D273	D272	LORELAI	1	D271	She’s insane.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	296	L196	S4	DIALOGUE	D274	D273	RORY	0	D272	We have travel books.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	297	L197	S4	DIALOGUE	D275	D274	LORELAI	1	D273	No, sweetie, these aren’t our kind of travel books.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	298	L197	S4	DIALOGUE	D276	D275	LORELAI	1	D274	These are Paris and Nicky Hilton’s kind of travel books.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	299		S4	ACTION	A22	A22				[pulls some books out of the box]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	300	L198	S4	DIALOGUE	D277	D276	RORY	0	D275	“Selected Hotels of Europe,” “Hotels, Restaurants and Inns of Great Britain and Ireland, 1986”, “Myra Waldo’s Travel and Motoring Guide to Europe, ‘78.”
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	301	L199	S4	DIALOGUE	D278	D277	LORELAI	1	D276	Wow, these will be an enormous help in planning our trip.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	302	L199	S4	DIALOGUE	D279	D278	LORELAI	1	D277	Hey, you wanna go see the Berlin Wall?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	303	L200	S4	DIALOGUE	D280	D279	RORY	0	D278	Sounds great.
